"","state","county","GEOID","year","total_county_pop","acp_outreach","ag_rcpp","ag_reap","ag_reconnect","ag_urban_forest","airport_infrastructure_comp","airport_infrastructure_formula","airport_terminal","asap","bric","bridge","brownfield","buses","capital_investment","carbon_capture_dem","cdbg_entitlement","charge_fuel_infra","clean_hydrogen","clean_school_bus","climate_coasts","coc","crisi","culvert_restore","dac_hubs","dhs_flood","doe_battery","doe_carbon_storage","doe_grid_innovation","doe_grid_resilience","doe_hydrogen_electro","doe_rural_energy","doi_aging_infra","doi_drought","doi_rural_water","doi_water_recycle","doi_water_storage","dot_tc","elderly","epa_great_lakes","ferry_rural_comms","fhwa_carbon","fhwa_protect_comp","fhwa_stp","fhwa_tap","fra_intercity_rail","fra_rail_cross","fs_wildfire","fta_5307_5340","fta_5310","fta_5337_combined","fta_5339","fta_rail_vehicle","grrp_comp","grrp_elements","grrp_leading","hcv","home","hud_disability","hud_esg","hud_hopwa","indian_health","indian_water","infra","land_port","low_no_emission","mega","motor_carrier_safety","national_lab","natural_gas","ntia_middle_mile","ports","public_hsg","public_hsg_cap","raise","reconnect_community","rural_surface","s8_project","safe_streets","smart_grid","tribal_broadband","ttp"
"31","AL","Autauga County",1001,"2022-2023",55639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4268.08533582559,35656.1045309944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4088.01380326749,0,33987.3110587897,4062.74375887417,0,0,0,16137.924836895,1658.71061665379,0,1295.96146587825,0,0,0,0,10871.7626125559,0,0,0,0,0,0,0,0,0,0,0,0,0,16881.7556030842,0,16881.7376300796,10379.320260968,0,0,0,11121.7671058071,0,0,0,0
"32","AL","Baldwin County",1003,"2022-2023",218289,0,0,0,0,0,0,4184.56266692321,9162.16575274063,0,0,0,0,0,0,0,0,0,0,0,29992.3495915965,10809.4406955916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529.93050497277,0,0,1975.39958495389,0,1616.81074172313,193.266724388311,0,0,0,9971.26744819941,172.885486671339,0,120.867290610154,0,0,0,0,24439.1471856117,0,566.03401912144,0,0,0,0,0,0,0,0,0,0,0,4302.93784844862,0,4755.25564732992,3662.86894896216,0,0,0,17062.179037881,1230.02075230543,0,0,0
"33","AL","Barbour County",1005,"2022-2023",25026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139863.981459282,0,0,0,0,0,0,0,0,0,0,0,0,0,37532.3263805642,0,112276.552385519,116141.772556541,0,0,0,88192.3199872133,0,0,0,0
"34","AL","Bibb County",1007,"2022-2023",22374,0,0,0,0,0,0,9966.92589612943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15294.8064717976,0,19540.1805667292,19640.47555198,0,0,0,16994.1896844552,2309.24287118977,0,0,0
"35","AL","Blount County",1009,"2022-2023",57755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0333304475803,0,540.715089602632,64.6350965284391,0,0,0,257.276426283439,26.9587048740369,0,21.0198251233659,0,0,0,0,9145.52852566877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30550.6709375812,23952.7140507315,0,0,0,4717.73872392001,894.589213055147,0,0,0
"36","AL","Bullock County",1011,"2022-2023",10173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23343.3598741767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92331.0724466726,0,0,0,0,0,0,0,0,0,0,0
"37","AL","Butler County",1013,"2022-2023",19726,0,0,0,50083.6459495083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73426.7971205515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88773.7503802089,0,0,0,0
"38","AL","Calhoun County",1015,"2022-2023",114324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9357.431510444,0,0,79467.1285119485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10740.806829712,0,0,4255.25698890872,0,0,0,0,0,0,20314.9207515482,0,0,0,0,0,0,0,66943.8438123229,6530.64098526994,0,0,15793.4466953571,0,0,0,0,0,0,0,0,0,2993.29974458556,0,80246.641125223,55503.2539099402,0,0,0,46468.0294601309,0,0,0,0
"39","AL","Chambers County",1017,"2022-2023",33427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128735.303796332,28099.5602357376,0,89588.8952044754,78920.1244502947,0,0,0,22467.3467556167,19146.1991803033,0,0,0
"40","AL","Cherokee County",1019,"2022-2023",26035,0,0,0,0,0,0,9475.3600921836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39733.3205300557,35598.3483771846,0,0,0,25050.4705204532,0,0,0,0
"41","AL","Chilton County",1021,"2022-2023",44147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132989.602917526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21276.2815140327,0,28298.5933359005,25494.8694135502,0,0,0,2131.71902960564,1170.34000045303,0,0,0
"42","AL","Choctaw County",1023,"2022-2023",12755,0,0,0,649831.125049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155536.652293218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73640.4547236378,0,0,0,0,0,0,0,0,0,0,0
"43","AL","Clarke County",1025,"2022-2023",23866,0,0,0,347297.242939747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.491996983156,0,0,0,0,0,0,0,0,0,0,0,39356.5742059834,0,0,0,0,0,0,0,0,0,0,0
"44","AL","Clay County",1027,"2022-2023",13285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15150.1693639443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67132.0286036884,99625.9691381257,0,0,0,90534.2115167482,0,0,0,0
"45","AL","Cleburne County",1029,"2022-2023",14952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22886.9716425896,0,19841.492776886,12882.089352595,0,0,0,65092.6297485286,0,0,0,0
"46","AL","Coffee County",1031,"2022-2023",52238,0,0,0,0,0,0,5311.1719437957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47832.6122745894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42825.6441670814,40836.9769133581,0,0,0,29200.4288066159,3445.7674489835,0,0,0
"47","AL","Colbert County",1033,"2022-2023",54957,0,0,0,0,0,0,6107.92073803155,0,0,0,0,0,0,0,0,0,0,0,7187.43745109813,0,1266.91777207635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3959.33184125771,0,0,0,0,0,0,20697.3997852867,0,0,0,0,0,0,0,67137.0889968521,0,3074.64017322634,0,0,0,0,0,0,0,0,0,0,0,0,0,95562.1485888968,67685.8634932766,36392.0883599905,0,0,41042.960860309,0,0,0,0
"48","AL","Conecuh County",1035,"2022-2023",12219,0,0,0,0,0,0,18250.2659792127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153796.137163434,0,0,0,0,0,0,0,0,0,0,0,0,0,76870.7750225059,0,64609.7880350274,47922.3340698911,0,0,0,99903.5927653654,0,0,0,0
"49","AL","Coosa County",1037,"2022-2023",10696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87816.3799551234,0,0,0,0,0,0,0,0,0,0,0
"50","AL","Covington County",1039,"2022-2023",37096,0,0,0,0,0,0,2963.95837826181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9046797498383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26426.7036877291,0,0,0,0,0,0,0,0,0,0,0,0,0,25320.3579900798,0,59666.0825965064,71597.5576881605,0,0,0,55183.7394867371,0,0,0,0
"51","AL","Crenshaw County",1041,"2022-2023",13826,0,0,0,71455.9525531607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102263.199768552,100731.447996528,0,0,0,0,0,0,0,0
"52","AL","Cullman County",1043,"2022-2023",83345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949.091127242186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16518.9993400924,0,144.591757153998,0,0,0,0,0,0,0,0,0,0,0,0,0,33178.5470034195,30026.324314596,0,0,0,13365.7447957286,0,0,0,0
"53","AL","Dale County",1045,"2022-2023",49293,0,0,0,0,0,0,17171.6673767066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.923579412898,0,0,0,0,0,0,2189.51981011503,0,0,0,0,0,0,0,121865.35613576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92060.759134157,64013.8559227477,0,0,0,53797.4560282393,0,0,0,0
"54","AL","Dallas County",1047,"2022-2023",38184,0,0,0,217069.872197779,0,0,0,0,0,0,0,17854.3368950346,0,0,0,0,0,0,0,0,0,51955.5311125079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69564.4772679656,4877.06892939451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138277.812696417,238518.725120469,0,0,0,0,0,0,0,0,0,0,0,0,0,24598.8895872617,0,132647.836790279,95074.3767022837,0,0,0,142719.646972554,0,0,0,0
"55","AL","DeKalb County",1049,"2022-2023",71430,0,0,0,0,0,0,6313.87372252555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3445.55508889822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15555.7748845023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53073.0505389892,39159.1068178636,0,0,0,33144.8551028979,1119.97760044799,0,0,0
